00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2094                   94
a8150e50, 57eaf1af, d3666ea6, 2c999159, 0, 1, 7b7b7cf6, 84848309, 1, 0,                93620                  137
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                93730                  110
b7be626f, 48419d90, e5ac10cb, 1a53ef34, 1, 0, 9d6a733b, 62958cc4, 1, 0,                93852                  122
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                93961                  109
2e5f875c, d1a078a3, 0277eb04, fd8814fb, 0, 1, 30d77260, cf288d9f, 0, 1,                94075                  114
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                94183                  108
81e3f803, 7e1c07fc, 468b618d, b9749e72, 1, 0, c86f5991, 3790a66e, 0, 1,                94310                  127
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                94419                  109
8edbd21d, 71242de2, 42e3bd85, bd1c427a, 1, 0, d1bf8fa3, 2e40705c, 0, 1,                94571                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                94680                  109
61a379c3, 9e5c863c, e4df16c9, 1b20e936, 0, 1, 4682908c, b97d6f73, 1, 0,                94833                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                94942                  109
f383b0e7, 0c7c4f18, a3643246, 5c9bcdb9, 0, 1, 96e7e32d, 69181cd2, 1, 0,                95078                  136
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                95187                  109
60191fc0, 9fe6e03f, 1b855f37, e47aa0c8, 0, 1, 7b9e7ef7, 84618108, 0, 1,                95325                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                95434                  109
56af7bad, a9508452, 39d65773, c629a88c, 0, 1, 9085d320, 6f7a2cdf, 0, 1,                95575                  141
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                95684                  109
cc101498, 33efeb67, 6e6d23dc, 9192dc23, 0, 1, 3a7d3874, c582c78b, 1, 0,                95839                  155
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                95948                  109
4dc6839b, b2397c64, 6845f5d0, 97ba0a2f, 0, 1, b60c796b, 49f38694, 0, 1,                96074                  126
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                96182                  108
de1f56bc, 21e0a943, 21820f43, de7df0bc, 0, 1, ffa165ff, 005e9a00, 0, 1,                96380                  198
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                96488                  108
cbbe7e97, 34418168, d0b99aa1, 2f46655e, 1, 0, 9c781939, 6387e6c6, 1, 0,                96653                  165
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                96761                  108
508985a1, af767a5e, 4c588f98, b3a77067, 1, 0, 9ce2153a, 631deac5, 0, 1,                96887                  126
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                96995                  108
fdc1d8fb, 023e2704, c3be9287, 3c416d78, 0, 1, c1806b82, 3e7f947d, 1, 0,                97174                  179
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                97283                  109
e357d0c6, 1ca82f39, 1699d12d, e9662ed2, 0, 1, f9f1a1f3, 060e5e0c, 0, 1,                97419                  136
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                97527                  108
52151da4, adeae25b, b5b4e86b, 4a4b1794, 1, 0, 07ca0610, f835f9ef, 1, 0,                97679                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                97788                  109
e7e7d4cf, 18182b30, 892fc012, 76d03fed, 0, 1, 711794e1, 8ee86b1e, 1, 0,                97913                  125
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                98021                  108
4d134f9a, b2ecb065, 06db6b0d, f92494f2, 1, 0, 53eebaa8, ac114557, 0, 1,                98161                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                98270                  109
ffe476ff, 001b8900, 20310740, dfcef8bf, 0, 1, 20157e3f, dfea81c0, 1, 0,                98445                  175
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                98553                  108
f9d950f3, 0626af0c, 2a1ba354, d5e45cab, 0, 1, 23f4f447, dc0b0bb8, 1, 0,                98689                  136
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                98798                  109
6a61cfd4, 959e302b, 098d1513, f672eaec, 1, 0, 73eee4e8, 8c111b17, 0, 1,                98948                  150
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                99056                  108
f3f83ee7, 0c07c118, f695deed, 096a2112, 0, 1, ea8e1dd4, 1571e22b, 1, 0,                99194                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                99303                  109
3693f76d, c96c0892, bc781078, 4387ef87, 1, 0, f30c07e6, 0cf3f819, 0, 1,                99452                  149
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                99560                  108
2d46d55a, d2b92aa5, afed265f, 5012d9a0, 1, 0, dd33fbba, 22cc0445, 0, 1,                99720                  160
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                99829                  109
ae58fe5c, 51a701a3, 5596ebab, aa691454, 0, 1, 03efea07, fc1015f8, 1, 0,                99981                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               100090                  109
1ea9c93d, e15636c2, 11534d22, eeacb2dd, 1, 0, 2ffd1660, d002e99f, 0, 1,               100290                  200
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               100398                  108
f38dbae7, 0c724518, e3eb4cc7, 1c14b338, 0, 1, d77907ae, 2886f851, 1, 0,               100533                  135
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               100642                  109
f46b28e8, 0b94d717, 6754d7ce, 98ab2831, 1, 0, 5bc000b7, a43fff48, 1, 0,               100913                  271
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               101022                  109
51e5b1a3, ae1a4e5c, 927fa424, 6d805bdb, 1, 0, e46555c8, 1b9aaa37, 0, 1,               101147                  125
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               101255                  108
ee78c4dc, 11873b23, 84651408, 7b9aebf7, 1, 0, 72ddd8e5, 8d22271a, 1, 0,               101378                  123
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               101485                  107
dbbdf0b7, 24420f48, 5ad31db5, a52ce24a, 0, 1, 36910e6c, c96ef193, 1, 0,               101609                  124
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               101717                  108
8aa18615, 755e79ea, 1c2a1338, e3d5ecc7, 0, 1, a6cb994d, 593466b2, 0, 1,               101840                  123
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               101949                  109
bb22f276, 44dd0d89, ac05a058, 53fa5fa7, 0, 1, 672892ce, 98d76d31, 1, 0,               102076                  127
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               102184                  108
92a9d025, 6d562fda, d1889aa3, 2e77655c, 0, 1, 64326ac8, 9bcd9537, 1, 0,               102297                  113
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               102405                  108
e10182c2, 1efe7d3d, 32c3df65, cd3c209a, 0, 1, 13c56227, ec3a9dd8, 1, 0,               102545                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               102654                  109
c1cee883, 3e31177c, 03703906, fc8fc6f9, 0, 1, c53f2189, 3ac0de76, 0, 1,               102802                  148
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               102909                  107
9b3a8e36, 64c571c9, adf3405b, 520cbfa4, 0, 1, 492dce91, b6d2316e, 1, 0,               103033                  124
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               103142                  109
d51148aa, 2aeeb755, 24673948, db98c6b7, 1, 0, f97881f3, 06877e0c, 0, 1,               103279                  137
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               103387                  108
c7121c8e, 38ede371, 7c1df3f8, 83e20c07, 1, 0, 43301087, bccfef78, 1, 0,               103565                  178
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               103674                  109
6f5e0dde, 90a1f221, 28d6a951, d72956ae, 1, 0, 9834b730, 67cb48cf, 0, 1,               103814                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               103923                  109
00311300, ffceecff, 4d9ee39b, b2611c64, 1, 0, 4dcff69c, b2300963, 0, 1,               104117                  194
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               104227                  110
b66f486c, 4990b793, 581653b0, a7e9ac4f, 1, 0, 0e859c1d, f17a63e2, 1, 0,               104366                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               104474                  108
05322b0a, facdd4f5, 278dbb4f, d87244b0, 0, 1, 2cbfe659, d34019a6, 0, 1,               104652                  178
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               104761                  109
defb6ebd, 21049142, 8c38c418, 73c73be7, 1, 0, 6b3432d6, 94cbcd29, 1, 0,               104885                  124
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               104992                  107
c171c882, 3e8e377d, a36ae846, 5c9517b9, 1, 0, 64dcb0c9, 9b234f36, 1, 0,               105105                  113
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               105213                  108
768baded, 89745212, ac974859, 5368b7a6, 1, 0, 2322f647, dcdd09b8, 1, 0,               105337                  124
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               105445                  108
b098da61, 4f67259e, 178b972f, e87468d0, 1, 0, c8247191, 37db8e6e, 0, 1,               105572                  127
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               105680                  108
07114b0e, f8eeb4f1, ef1deade, 10e21521, 1, 0, f62f35ed, 09d0ca12, 0, 1,               105805                  125
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               105915                  110
d31abea6, 2ce54159, 1445b128, ebba4ed7, 1, 0, e7606fcf, 189f9030, 0, 1,               106066                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               106173                  107
24121148, dbedeeb7, 2c577958, d3a886a7, 1, 0, 50698aa1, af96755e, 0, 1,               106284                  111
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               106392                  108
db9e18b7, 2461e748, 61dbe5c3, 9e241a3c, 0, 1, 3d79fe7a, c2860185, 1, 0,               106572                  180
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               106681                  109
fb039cf6, 04fc6309, 52397da4, adc6825b, 0, 1, 4d3d1a9a, b2c2e565, 1, 0,               106808                  127
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               106916                  108
cc08bc98, 33f74367, 6b299dd6, 94d66229, 1, 0, 37325a6f, c8cda590, 1, 0,               107042                  126
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               107151                  109
902dce20, 6fd231df, c1b04483, 3e4fbb7c, 0, 1, 51de12a3, ae21ed5c, 1, 0,               107273                  122
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               107382                  109
95a68c2b, 6a5973d4, c10f0482, 3ef0fb7d, 1, 0, 56b590ae, a94a6f51, 1, 0,               107491                  109
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               107599                  108
d72c20ae, 28d3df51, 22eadb45, dd1524ba, 1, 0, fa16fbf4, 05e9040b, 0, 1,               107751                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               107860                  109
aaa35255, 555cadaa, 229d0b45, dd62f4ba, 1, 0, cd405d9b, 32bfa264, 0, 1,               108011                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               108118                  107
41e60783, be19f87c, fc670af8, 0398f507, 0, 1, 3e4d127b, c1b2ed84, 1, 0,               108261                  143
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               108370                  109
77cfa7ef, 88305810, 3601596c, c9fea693, 0, 1, add1015b, 522efea4, 0, 1,               108546                  176
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               108654                  108
22965145, dd69aeba, 18bd6331, e7429cce, 0, 1, 3b53b476, c4ac4b89, 0, 1,               108780                  126
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               108889                  109
a468cc48, 5b9733b7, de325cbc, 21cda343, 1, 0, 829b2905, 7d64d6fa, 1, 0,               109028                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               109137                  109
c539908a, 3ac66f75, 872d2c0e, 78d2d3f1, 1, 0, 4c66bc99, b3994366, 1, 0,               109275                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               109383                  108
6a5b93d4, 95a46c2b, d95b40b2, 26a4bf4d, 0, 1, 43b6d486, bc492b79, 1, 0,               109497                  114
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               109606                  109
627b6dc4, 9d84923b, c2e87485, 3d178b7a, 0, 1, 2563e249, da9c1db6, 1, 0,               109716                  110
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               109824                  108
8c3a3418, 73c5cbe7, 1407f128, ebf80ed7, 0, 1, a0422540, 5fbddabf, 0, 1,               109961                  137
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               110069                  108
71fb0be3, 8e04f41c, 4d20099a, b2dff665, 1, 0, bf1b157e, 40e4ea81, 0, 1,               110207                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               110315                  108
0edd3b1d, f122c4e2, dd111aba, 22eee545, 1, 0, ebee55d8, 1411aa27, 0, 1,               110450                  135
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               110559                  109
5b7e6db6, a4819249, c5cf728b, 3a308d74, 0, 1, 214de041, deb21fbe, 1, 0,               110710                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               110819                  109
1b675736, e498a8c9, e64828cc, 19b7d733, 1, 0, 01af8003, fe507ffc, 1, 0,               111063                  244
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               111172                  109
866cd00c, 79932ff3, 4f49019e, b0b6fe61, 1, 0, d5b5d1ab, 2a4a2e54, 0, 1,               111294                  122
